time,latitude,longitude,depth,mag,id,place,eventType
2016-07-21T15:03:01.911Z,39.7053,-119.403,8.1,0.4,nn00552799,"16km NW of Fernley, Nevada",earthquake
2016-07-21T15:00:20.780Z,37.1599998,-118.6520004,7.54,2.55,nc72664286,"29km SW of West Bishop, California",earthquake
2016-07-21T14:37:47.390Z,33.9813333,-116.5563333,10.42,0.61,ci37420351,"6km WNW of Desert Hot Springs, CA",earthquake
2016-07-21T14:37:06.091Z,39.4009,-120.1938,14.1,-0.2,nn00552801,"8km N of Truckee, California",earthquake
2016-07-21T14:28:41.500Z,33.4135,-116.426,13.88,1.23,ci37420335,"18km NNW of Borrego Springs, CA",earthquake
2016-07-21T14:17:44.470Z,28.4904,141.4967,58.7,4.7,us20006ge9,"171km NNW of Chichi-shima, Japan",earthquake
2016-07-21T14:14:02.920Z,44.7406667,-111.1381667,11.8,0.63,uu60156352,"9km NNW of West Yellowstone, Montana",earthquake
2016-07-21T14:12:22.270Z,38.8125,-122.8235016,2.08,1.08,nc72664281,"7km NW of The Geysers, California",earthquake
2016-07-21T14:07:16.000Z,61.6265,-150.3286,61.6,4.1,ak13790018,"21km WSW of Willow, Alaska",earthquake
2016-07-21T14:04:58.630Z,37.5154991,-121.8843307,4.74,1.6,nc72664271,"9km ESE of Fremont, California",earthquake
2016-07-21T14:04:38.160Z,37.651,-113.0491667,-0.11,0.86,uu60156347,"3km SSE of Cedar City, Utah",earthquake
2016-07-21T14:04:37.600Z,17.9256,-68.4345,89,3.2,pr16203002,"53km SSE of Boca de Yuma, Dominican Republic",earthquake
2016-07-21T13:58:06.000Z,59.7522,-152.942,110.2,2.3,ak13789478,"62km W of Anchor Point, Alaska",earthquake
2016-07-21T13:45:59.940Z,33.4693333,-116.4971667,11.13,0.36,ci37420311,"19km ESE of Anza, CA",earthquake
2016-07-21T13:45:08.000Z,61.2401,-152.6863,0,2.7,ak13789471,"84km N of Redoubt Volcano, Alaska",earthquake
2016-07-21T13:40:05.950Z,32.9313333,-116.2803333,10.87,1.04,ci37420295,"26km ENE of Pine Valley, CA",earthquake
2016-07-21T13:33:02.640Z,36.6918335,-121.3264999,4.39,2.19,nc72664261,"13km SSE of Ridgemark, California",earthquake
2016-07-21T13:31:03.000Z,56.8357,-156.5977,71.4,3.3,ak13789468,"127km NNW of Chirikof Island, Alaska",earthquake
2016-07-21T13:29:31.560Z,37.4503333,-118.3503333,5.57,0.38,nc72664266,"9km NE of Dixon Lane-Meadow Creek, California",earthquake
2016-07-21T13:04:40.000Z,60.1494,-141.3253,4.8,1.7,ak13789466,"62km E of Cape Yakataga, Alaska",earthquake
2016-07-21T12:56:36.290Z,38.8148346,-122.8180008,2.29,1.28,nc72664256,"6km NW of The Geysers, California",earthquake
2016-07-21T12:55:32.000Z,62.1531,-152.1045,102.5,2.3,ak13789462,"105km W of Talkeetna, Alaska",earthquake
2016-07-21T12:55:21.550Z,33.087,-116.6263333,14.92,0.95,ci37420287,"2km WNW of Julian, CA",earthquake
2016-07-21T12:54:27.370Z,33.0925,-116.6235,15.99,1.3,ci37420279,"2km NW of Julian, CA",earthquake
2016-07-21T12:51:08.020Z,38.2731667,-112.672,5.86,1.85,uu60156342,"2km W of Beaver, Utah",earthquake
2016-07-21T12:50:30.516Z,39.9937,-120.777,9.3,0.6,nn00552763,"12km ENE of East Quincy, California",earthquake
2016-07-21T12:49:10.690Z,38.8148346,-122.8178329,2.14,1.62,nc72664251,"6km NW of The Geysers, California",earthquake
2016-07-21T12:26:34.000Z,60.0606,-152.2338,53.3,1.7,ak13789460,"38km NW of Anchor Point, Alaska",earthquake
2016-07-21T12:17:02.830Z,19.3918343,-155.2571716,2.44,1.92,hv61347891,"4km SSW of Volcano, Hawaii",earthquake
2016-07-21T12:01:54.230Z,33.144,-116.491,8.8,0.59,ci37420271,"13km NE of Julian, CA",earthquake
2016-07-21T12:00:09.710Z,33.2523333,-116.4076667,5.15,0.92,ci37420263,"3km W of Borrego Springs, CA",earthquake
2016-07-21T11:57:49.210Z,-0.9356,-80.3787,24.77,4.8,us20006gdb,"6km ESE of Rocafuerte, Ecuador",earthquake
2016-07-21T11:51:29.020Z,34.0341667,-118.4215,11.18,1.86,ci37420255,"3km SSE of Westwood, CA",earthquake
2016-07-21T11:49:47.000Z,60.3366,-141.2331,19.5,1.1,ak13788922,"72km ENE of Cape Yakataga, Alaska",earthquake
2016-07-21T11:34:43.000Z,64.8498,-149.0431,18.1,0.3,ak13788921,"30km N of North Nenana, Alaska",earthquake
2016-07-21T11:34:08.218Z,36.4951,-114.0173,2.6,1.1,nn00552756,"32km SSE of Bunkerville, Nevada",earthquake
2016-07-21T11:06:25.000Z,64.7122,-149.3556,24.2,0.6,ak13788918,"18km NW of North Nenana, Alaska",earthquake
2016-07-21T10:57:10.780Z,33.4593333,-116.4523333,1.1,0.72,ci37420247,"23km ESE of Anza, CA",earthquake
2016-07-21T10:50:50.170Z,35.7896667,-117.4906667,6.62,1.88,ci37420239,"8km WNW of Searles Valley, CA",earthquake
2016-07-21T10:43:21.960Z,33.5045,-116.511,13.55,0.92,ci37420231,"16km ESE of Anza, CA",earthquake
2016-07-21T10:33:16.000Z,61.9854,-150.9176,55.6,1.5,ak13788916,"53km WNW of Willow, Alaska",earthquake
2016-07-21T10:23:54.190Z,36.7109985,-121.347168,3.61,1.8,nc72664231,"11km S of Ridgemark, California",earthquake
2016-07-21T10:19:03.440Z,33.249,-116.4096667,5.37,1.36,ci37420215,"3km WSW of Borrego Springs, CA",earthquake
2016-07-21T10:02:38.360Z,33.1733333,-115.9666667,4.25,0.89,ci37420207,"14km S of Salton City, CA",earthquake
2016-07-21T10:00:02.170Z,32.6219,139.866,121.79,4.5,us20006gcv,"51km S of Hachijo-jima, Japan",earthquake
2016-07-21T09:55:28.000Z,61.6901,-150.5457,53,1.9,ak13788377,"27km WSW of Willow, Alaska",earthquake
2016-07-21T09:39:27.120Z,34.0156667,-117.2378333,16.46,0.72,ci37420183,"4km SSE of Loma Linda, CA",earthquake
2016-07-21T09:37:12.510Z,36.972,-117.5728333,2.84,1.24,ci37420191,"56km NW of Stovepipe Wells, CA",earthquake
2016-07-21T09:21:13.250Z,36.9778333,-117.5745,1.49,1.42,ci37420175,"56km NW of Stovepipe Wells, CA",earthquake
2016-07-21T09:19:27.013Z,37.1267,-117.2693,14.9,0.1,nn00552800,"51km WNW of Beatty, Nevada",earthquake
2016-07-21T09:08:31.000Z,60.0767,-152.8488,107.7,2.1,ak13787841,"45km S of Redoubt Volcano, Alaska",earthquake
2016-07-21T08:54:21.446Z,37.9562,-117.0481,11.8,0.8,nn00552751,"20km SE of Tonopah, Nevada",earthquake
2016-07-21T08:54:02.930Z,-25.7143,69.1749,10,4.9,us20006gcp,Indian Ocean Triple Junction,earthquake
2016-07-21T08:48:45.110Z,33.1846667,-115.607,2.05,1.25,ci37420167,"10km SW of Niland, CA",earthquake
2016-07-21T08:33:02.850Z,33.3941667,-116.365,3.07,0.77,ci37420159,"15km N of Borrego Springs, CA",earthquake
2016-07-21T08:30:53.600Z,17.8668,-64.7444,21,2.2,pr16203001,"13km NNW of Christiansted, U.S. Virgin Islands",earthquake
2016-07-21T08:22:37.802Z,38.7415,-118.6344,9.3,-0.2,nn00552798,"24km N of Hawthorne, Nevada",earthquake
2016-07-21T08:04:19.060Z,36.018,-117.526,4.29,0.9,ci37420151,"30km NNW of Searles Valley, CA",earthquake
2016-07-21T08:03:45.000Z,60.2948,-141.0798,23.8,1.4,ak13787836,"79km ENE of Cape Yakataga, Alaska",earthquake
2016-07-21T08:01:53.000Z,59.9824,-152.7085,97.5,2.4,ak13787832,"54km WNW of Anchor Point, Alaska",earthquake
2016-07-21T07:51:26.828Z,37.0042,-116.2208,4.9,-0.1,nn00552741,"49km ENE of Beatty, Nevada",earthquake
2016-07-21T07:45:40.000Z,59.9381,-152.7261,88.2,1.8,ak13787829,"53km WNW of Anchor Point, Alaska",earthquake
2016-07-21T07:43:42.980Z,40.5623333,-121.607,2.12,0.99,nc72664211,"25km ENE of Shingletown, California",earthquake
2016-07-21T07:40:57.560Z,33.2508333,-116.41,5.3,1.18,ci37420143,"3km W of Borrego Springs, CA",earthquake
2016-07-21T07:39:23.170Z,33.5925,-116.7226667,13.07,0.4,ci37420135,"6km NW of Anza, CA",earthquake
2016-07-21T07:38:34.030Z,44.8028333,-111.5266667,13.63,0.89,mb80162654,"36km WNW of West Yellowstone, Montana",earthquake
2016-07-21T07:09:40.000Z,61.4412,-147.974,24.7,1.6,ak13787825,"55km ESE of Lazy Mountain, Alaska",earthquake
2016-07-21T06:55:17.050Z,19.3516674,-155.302002,3.39,1.88,hv61347601,"11km SW of Volcano, Hawaii",earthquake
2016-07-21T06:51:29.200Z,18.1567,-67.3145,26,2.7,pr16203000,"16km NW of Puerto Real, Puerto Rico",earthquake
2016-07-21T06:43:53.564Z,40.3965,-119.4912,15,1.1,nn00552792,"22km SSW of Gerlach-Empire, Nevada",earthquake
2016-07-21T06:39:48.830Z,19.423666,-155.2596741,1.94,1.91,hv61347586,"2km WSW of Volcano, Hawaii",earthquake
2016-07-21T06:18:07.860Z,35.9861679,-120.9430008,5.71,1.77,nc72664206,"29km N of Lake Nacimiento, California",earthquake
2016-07-21T05:56:38.095Z,38.4703,-118.358,3.3,-0.1,nn00552720,"24km ESE of Hawthorne, Nevada",earthquake
2016-07-21T05:46:51.359Z,38.2614,-118.7308,13.3,1,nn00552719,"30km SSW of Hawthorne, Nevada",earthquake
2016-07-21T05:45:51.550Z,-7.4296,154.9454,43.18,5.3,us20006gc3,"136km SSW of Panguna, Papua New Guinea",earthquake
2016-07-21T05:38:03.710Z,38.8096657,-122.8225021,2.16,0.9,nc72664196,"6km WNW of The Geysers, California",earthquake
2016-07-21T05:29:25.330Z,39.4846,73.5024,49.42,4.8,us20006gc0,"34km SE of Sary-Tash, Kyrgyzstan",earthquake
2016-07-21T05:25:14.000Z,64.5578,-147.6685,13.4,0.7,ak13787163,"26km SW of North Pole, Alaska",earthquake
2016-07-21T05:23:41.420Z,38.8321648,-122.8071671,0.3,1.32,nc72664191,"7km W of Cobb, California",earthquake
2016-07-21T05:14:30.090Z,33.25,-116.8086667,7.38,1.92,ci37420119,"4km WNW of Lake Henshaw, CA",earthquake
2016-07-21T05:05:48.732Z,39.8924,-119.0136,10.9,0.6,nn00552791,"37km NNE of Fernley, Nevada",earthquake
2016-07-21T04:56:52.780Z,36.0025,-117.721,1.6,1.69,ci37419983,"18km ENE of Little Lake, CA",earthquake
2016-07-21T04:37:10.030Z,-49.0906,30.8785,20.85,4.8,us20006gbu,South of Africa,earthquake
2016-07-21T04:28:31.300Z,33.1203333,-116.5806667,13.8,0.83,ci37419975,"5km NNE of Julian, CA",earthquake
2016-07-21T04:19:34.280Z,33.4978333,-116.4873333,13.32,0.44,ci37419967,"18km ESE of Anza, CA",earthquake
2016-07-21T04:02:55.610Z,33.9613333,-118.468,16.57,1.4,ci37419959,"3km SW of Marina del Rey, CA",earthquake
2016-07-21T03:55:21.726Z,40.9206,-116.2706,1.2,2.9,nn00552713,"26km NNW of Carlin, Nevada",earthquake
2016-07-21T03:46:23.372Z,36.9838,-117.5726,5.6,0.9,nn00552712,"60km NE of Lone Pine, California",earthquake
2016-07-21T03:37:24.740Z,39.6103325,-123.4179993,4.43,1.68,nc72664166,"10km SSE of Laytonville, California",earthquake
2016-07-21T03:36:37.000Z,61.3266,-152.4808,0.9,2.1,ak13786107,"94km N of Redoubt Volcano, Alaska",earthquake
2016-07-21T03:36:08.000Z,61.3094,-152.427,0,2.4,ak13786103,"92km NW of Nikiski, Alaska",earthquake
2016-07-21T03:16:12.580Z,35.054,-119.0581667,13.64,1.73,ci37419943,"17km NW of Grapevine, CA",earthquake
2016-07-21T03:14:07.035Z,37.2991,-114.6559,3.6,0.9,nn00552711,"37km SSW of Caliente, Nevada",earthquake
2016-07-21T02:53:52.000Z,68.4972,-146.7587,0,1.7,ak13786101,"65km NW of Arctic Village, Alaska",earthquake
2016-07-21T02:52:30.930Z,37.1551666,-118.6549988,6.3,1.92,nc72664156,"27km SW of West Bishop, California",earthquake
2016-07-21T02:52:11.430Z,37.1531677,-118.6588364,4.27,2.62,nc72664161,"27km SW of West Bishop, California",earthquake
2016-07-21T02:35:33.000Z,63.2923,-151.277,2.7,1.1,ak13785577,"117km W of Cantwell, Alaska",earthquake
2016-07-21T02:29:35.960Z,37.6383333,-118.9721667,4.36,1.04,nc72664151,"1km S of Mammoth Lakes, California",earthquake
2016-07-21T02:10:35.470Z,37.4845,-118.8591667,1.82,0.8,nc72664146,"20km SSE of Mammoth Lakes, California",earthquake
2016-07-21T02:08:49.950Z,37.524,-118.927,2.2,0.81,nc72664141,"14km SSE of Mammoth Lakes, California",earthquake
2016-07-21T01:52:58.000Z,60.0008,-141.6391,16.5,1.4,ak13785574,"44km E of Cape Yakataga, Alaska",earthquake
2016-07-21T01:37:25.710Z,34.845,-82.9091667,0.91,1.91,se60028603,"16km ENE of Walhalla, South Carolina",earthquake
2016-07-21T01:36:29.940Z,38.8153343,-122.8078308,1.95,1.05,nc72664131,"6km NW of The Geysers, California",earthquake
2016-07-21T01:31:46.440Z,33.4736667,-116.4753333,11.18,1.73,ci37419927,"20km ESE of Anza, CA",earthquake
2016-07-21T01:29:43.400Z,37.5313333,-118.4413333,6.72,0.99,nc72664126,"16km N of Dixon Lane-Meadow Creek, California",earthquake
2016-07-21T01:24:57.000Z,63.4089,-151.5677,2.8,0.8,ak13785572,"130km W of Cantwell, Alaska",earthquake
2016-07-21T01:16:23.800Z,38.8001671,-122.7565002,0.14,0.56,nc72664116,"2km N of The Geysers, California",earthquake
2016-07-21T01:01:07.570Z,33.4995,-116.5373333,8.46,0.61,ci37419919,"14km ESE of Anza, CA",earthquake
2016-07-21T00:56:37.670Z,37.4601667,-118.849,2.75,0.86,nc72664111,"23km SSE of Mammoth Lakes, California",earthquake
2016-07-21T00:35:18.000Z,61.7073,-148.466,7.4,1,ak13785569,"22km ESE of Sutton-Alpine, Alaska",earthquake
2016-07-21T00:11:33.000Z,60.1896,-152.5391,104.7,2.6,ak13785046,"34km SSE of Redoubt Volcano, Alaska",earthquake
2016-07-21T00:03:58.350Z,37.5033333,-118.8746667,2.57,0.81,nc72664101,"18km SSE of Mammoth Lakes, California",earthquake
2016-07-20T23:34:26.850Z,33.7705,-117.4478333,-0.5,1.13,ci37419895,"14km SSE of Home Gardens, CA",earthquake
2016-07-20T23:32:16.000Z,63.9377,-149.0086,2,1.9,ak13785039,"9km NNW of Healy, Alaska",earthquake
2016-07-20T23:32:06.190Z,37.6401667,-118.9708333,4.37,0.42,nc72664091,"0km S of Mammoth Lakes, California",earthquake
2016-07-20T23:28:17.190Z,32.9126667,-115.5181667,5.34,1.31,ci37419887,"7km S of Brawley, CA",earthquake
2016-07-20T23:18:20.980Z,38.810833,-122.741333,1.98,0.5,nc72664086,"2km SW of Cobb, California",earthquake
2016-07-20T23:05:35.800Z,37.459,-118.8413333,4.97,1.4,nc72664081,"24km SSE of Mammoth Lakes, California",earthquake
2016-07-20T23:02:58.389Z,38.2689,-118.7457,7,1.4,nn00552705,"30km SSW of Hawthorne, Nevada",earthquake
2016-07-20T23:00:54.810Z,37.6398333,-118.9733333,4.19,0.43,nc72664076,"0km S of Mammoth Lakes, California",earthquake
2016-07-20T23:00:12.000Z,64.9561,-147.34,0,1.4,ak13784521,"19km NNE of Badger, Alaska",earthquake
2016-07-20T22:52:47.000Z,63.859,-150.4118,0,1.4,ak13784517,"71km W of Healy, Alaska",earthquake
2016-07-20T22:50:58.970Z,39.3236667,-122.785,12.35,1.63,nc72664071,"20km NNE of Upper Lake, California",earthquake
2016-07-20T22:48:50.340Z,-7.5874,127.7049,10,5,us20006gaz,"258km ENE of Dili, East Timor",earthquake
2016-07-20T22:43:45.000Z,61.5137,-141.1906,0,1.7,ak13784513,"172km E of Chitina, Alaska",earthquake
2016-07-20T22:39:34.010Z,46.9911667,-122.203,-0.79,1.38,uw61169562,"9km SE of Graham, Washington",explosion
2016-07-20T22:26:26.000Z,60.6959,-150.1501,40.7,2.8,ak13784500,"38km ENE of Sterling, Alaska",earthquake
2016-07-20T22:19:03.700Z,32.9983333,-115.798,3.57,0.6,ci37371325,"17km WSW of Westmorland, CA",earthquake
2016-07-20T22:18:05.160Z,33.0573333,-114.9888333,-0.14,1.52,ci37419815,"46km NE of Holtville, CA",quarry blast
2016-07-20T22:08:52.292Z,36.9769,-117.5791,0,0.6,nn00552689,"59km NE of Lone Pine, California",earthquake
2016-07-20T21:40:50.694Z,39.326,-119.9146,9,0.4,nn00552687,"9km NNE of Incline Village, Nevada",earthquake
2016-07-20T21:40:31.705Z,37.4197,-117.1014,11.5,0.7,nn00552681,"34km SSE of Goldfield, Nevada",earthquake
2016-07-20T21:20:48.000Z,59.589,-152.2777,76.9,2.5,ak13783979,"32km SW of Anchor Point, Alaska",earthquake
2016-07-20T21:07:37.388Z,36.9945,-116.7788,5.9,0.7,nn00552663,"9km N of Beatty, Nevada",earthquake
2016-07-20T20:46:01.587Z,36.9353,-117.3306,9.7,0.2,nn00552650,"50km W of Beatty, Nevada",earthquake
2016-07-20T20:28:57.030Z,34.357,-117.0235,-1.4,1.71,ci37419759,"11km SSW of Lucerne Valley, CA",quarry blast
2016-07-20T20:20:25.000Z,63.687,-148.906,89.5,1.2,ak13783464,"19km S of Healy, Alaska",earthquake
2016-07-20T20:19:22.200Z,33.4666667,-116.4946667,9.87,0.52,ci37419743,"19km ESE of Anza, CA",earthquake
2016-07-20T20:12:01.330Z,46.5138333,-115.8353333,-1,2.2,mb80162574,"3km NW of Pierce, Idaho",quarry blast
2016-07-20T20:07:00.700Z,18.5058,-66.9661,15,2.5,pr16202008,"4km NW of Quebradillas, Puerto Rico",earthquake
2016-07-20T19:49:43.330Z,38.8339996,-122.7971649,2,1.2,nc72664036,"6km WNW of Cobb, California",earthquake
2016-07-20T19:34:08.000Z,64.7747,-147.4822,0,1.2,ak13783454,"3km SE of Badger, Alaska",earthquake
2016-07-20T19:32:58.200Z,35.6739998,-121.1175003,4.78,1.71,nc72664026,"7km ENE of San Simeon, California",earthquake
2016-07-20T19:27:54.030Z,36.072,-97.3094,6.56,2.7,us20006g9d,"14km NNW of Langston, Oklahoma",earthquake
2016-07-20T19:22:33.230Z,37.0595016,-121.4856644,5.6,1.47,nc72664021,"9km NE of Gilroy, California",earthquake
2016-07-20T19:21:21.530Z,33.5056667,-116.5316667,9.36,0.45,ci37419703,"14km ESE of Anza, CA",earthquake
2016-07-20T19:18:53.930Z,33.2541667,-116.4046667,4.88,1.04,ci37419695,"3km W of Borrego Springs, CA",earthquake
2016-07-20T19:06:26.130Z,16.6335,-97.8693,46.67,4.5,us20006g9b,"19km SE of Santa Maria Zacatepec, Mexico",earthquake
2016-07-20T19:04:09.600Z,45.999,-112.4701667,-2,1.64,mb80162554,"5km E of Butte, Montana",quarry blast
2016-07-20T18:59:32.670Z,38.8040009,-122.8213348,2.81,1.69,nc72664016,"6km WNW of The Geysers, California",earthquake
2016-07-20T18:59:31.650Z,43.2245,-123.2593333,-0.58,0.97,uw61169507,"5km SE of Roseburg North, Oregon",explosion
2016-07-20T18:59:05.960Z,33.9915,-118.4328333,10.12,1.61,ci37419671,"2km NE of Marina del Rey, CA",earthquake
2016-07-20T18:53:38.420Z,31.6151,142.7661,14.48,4.4,us20006g9f,"Izu Islands, Japan region",earthquake
2016-07-20T18:51:42.370Z,33.9941667,-118.429,9.54,1.47,ci37419663,"3km NE of Marina del Rey, CA",earthquake
2016-07-20T18:46:08.360Z,33.5008333,-116.5305,8.15,0.65,ci37419647,"15km ESE of Anza, CA",earthquake
2016-07-20T18:40:27.808Z,36.9975,-117.5656,7.9,0.2,nn00552679,"62km NE of Lone Pine, California",earthquake
2016-07-20T18:38:16.910Z,36.9849,-117.5738,9,0.6,nn00552675,"60km NE of Lone Pine, California",earthquake
2016-07-20T18:29:40.630Z,38.7639999,-122.7405014,1.69,0.92,nc72664011,"2km SE of The Geysers, California",earthquake
2016-07-20T18:20:31.600Z,18.6954,-67.6295,66,2.6,pr16202007,"56km NW of Rincon, Puerto Rico",earthquake
2016-07-20T18:10:17.000Z,62.7328,-151.1104,102.3,1.4,ak13782941,"68km NW of Talkeetna, Alaska",earthquake
2016-07-20T18:00:21.220Z,33.4995,-116.5336667,8.53,0.49,ci37419599,"14km ESE of Anza, CA",earthquake
2016-07-20T17:55:26.730Z,46.3301667,-111.6293333,-2,1.42,mb80162549,"8km W of Townsend, Montana",quarry blast
2016-07-20T17:41:40.477Z,37.2494,-117.3023,8.3,0.3,nn00552672,"51km S of Goldfield, Nevada",earthquake
2016-07-20T17:36:16.880Z,37.0205002,-121.1971664,0.01,2.06,nc72664006,"26km NE of Hollister, California",earthquake
2016-07-20T17:29:43.640Z,33.2493333,-116.4083333,5.64,1.91,ci37419567,"3km WSW of Borrego Springs, CA",earthquake
2016-07-20T17:29:03.620Z,46.8168333,-121.6925,4.84,0.51,uw61169432,"23km N of Packwood, Washington",earthquake
2016-07-20T17:28:53.670Z,38.7961655,-122.7563324,-0.22,0.92,nc72663991,"2km N of The Geysers, California",earthquake
2016-07-20T17:16:10.480Z,33.6831667,-116.7886667,13.46,1.49,ci37419551,"9km SW of Idyllwild, CA",earthquake
2016-07-20T17:11:32.000Z,61.4142,-152.3082,0,1.8,ak13782787,"97km NW of Nikiski, Alaska",earthquake
2016-07-20T17:09:16.000Z,64.8233,-147.4499,2.2,0.6,ak13782786,"4km ENE of Badger, Alaska",earthquake
2016-07-20T17:09:04.300Z,33.021,-116.3498333,8.35,1,ci37419535,"24km ESE of Julian, CA",earthquake
2016-07-20T17:06:24.010Z,36.1718333,-89.4696667,14.63,1.39,nm60151901,"10km S of Ridgely, Tennessee",earthquake
2016-07-20T17:04:43.860Z,33.9363333,-116.7326667,13.71,1.06,ci37419527,"5km ENE of Cabazon, CA",earthquake
2016-07-20T16:57:49.330Z,36.0046667,-117.8066667,1.91,0.64,ci37419519,"12km NE of Little Lake, CA",earthquake
2016-07-20T16:54:49.230Z,33.4381667,-116.4505,9.24,0.74,ci37419511,"21km NNW of Borrego Springs, CA",earthquake
